"","YearCollected","SurveyAreaIdentifier","sum_all_sp","n_visits"
"900",1983,"L125099",242158,16
"901",1983,"L125100",2641,2
"902",1983,"L1259117",41,19
"903",1983,"L126622",283,13
"904",1983,"L126637",158,7
"905",1983,"L126638",4275,8
"906",1983,"L1270269",606,8
"907",1983,"L127238",452,9
"908",1983,"L127945",588,5
"909",1983,"L129046",2718,1
"910",1983,"L129756",1596,29
"911",1983,"L141405",894,9
"912",1983,"L142791",206,11
"913",1983,"L149830",1186,16
"914",1983,"L159300",513,6
"915",1983,"L159619",33,20
"916",1983,"L165143",49688,36
"917",1983,"L166462",2924,31
"918",1983,"L167247",340,6
"919",1983,"L168280",2,6
"920",1983,"L207348",1762,11
"921",1983,"L207381",1338,47
"922",1983,"L207383",5058,52
"923",1983,"L2108504",461,2
"924",1983,"L213321",297,27
"925",1983,"L215343",294,6.92857142857143
"926",1983,"L248017",1377,2
"927",1983,"L253508",127,6
"928",1983,"L258700",792,7
"929",1983,"L2602995",1594,5
"930",1983,"L267398",1052,22
"931",1983,"L267805",13810,30
"932",1983,"L269484",1107,1
"933",1983,"L269491",20860,16
"934",1983,"L269708",15676,20
"935",1983,"L279820",1376,23
"936",1983,"L281493",829,20
"937",1983,"L286699",1139,14
"938",1983,"L286813",2524,11
"939",1983,"L286815",55,5
"940",1983,"L296392",2663,21
"941",1983,"L3032458",7363,10
"942",1983,"L323523",256,4
"943",1983,"L334172",1461,30
"944",1983,"L342646",164,2
"945",1983,"L343754",76134,20
"946",1983,"L353732",3978,16
"947",1983,"L355076",1744,13
"948",1983,"L372956",4148,16
"949",1983,"L444485",1577,8
"950",1983,"L454182",105,1
"951",1983,"L455600",0,2
"952",1983,"L455625",611,7
"953",1983,"L463099",309,21
"954",1983,"L465571",1686,23
"955",1983,"L465609",16,13
"956",1983,"L465614",7932,15
"957",1983,"L465628",6,5
"958",1983,"L467217",640,13
"959",1983,"L467219",1525,24
"960",1983,"L467220",1088,10
"961",1983,"L467223",896,11
"962",1983,"L467228",420,14
"963",1983,"L467253",192,6
"964",1983,"L467258",1975,14
"965",1983,"L470030",688,9
"966",1983,"L470575",9769,15
"967",1983,"L473444",96,1
"968",1983,"L473462",1118,26
"969",1983,"L474356",13,2
"970",1983,"L474671",28960,17
"971",1983,"L474785",2386,17
"972",1983,"L474791",585,4
"973",1983,"L475074",187,57
"974",1983,"L475075",59,56
"975",1983,"L475085",275,89
"976",1983,"L475086",598,51
"977",1983,"L479586",586,11
"978",1983,"L480814",889,10
"979",1983,"L480823",198,10
"980",1983,"L480827",4794,11
"981",1983,"L480914",2107,6
"982",1983,"L483343",1615,7
"983",1983,"L483813",0,2
"984",1983,"L485455",452,8
"985",1983,"L487186",1179,17.8214285714286
"986",1983,"L500618",62,5
"987",1983,"L504403",47247,18
"988",1983,"L510002",54,13
"989",1983,"L510880",5124,8
"990",1983,"L516826",56,11
"991",1983,"L520036",213,15
"992",1983,"L521800",557,10
"993",1983,"L522127",799,6
"994",1983,"L591883",140,2
"995",1983,"L591938",1046,8
"996",1983,"L593617",1369,7
"997",1983,"L605541",1242,3
"998",1983,"L608329",4284,14
"999",1983,"L610796",6469,6
"1000",1983,"L610797",174,1
"1001",1983,"L663253",252,5
"1002",1983,"L677813",194,1
"1003",1983,"L718378",57715,18
"1004",1983,"L815117",6942,41
"1005",1983,"L92448",39936,23
"1006",1984,"L122943",10963,114
"1007",1984,"L125099",655644,14
"1008",1984,"L125100",1527,2
"1009",1984,"L1259245",452,6
"1010",1984,"L126622",160,7
"1011",1984,"L1270255",2057,6
"1012",1984,"L1273723",3276,2
"1013",1984,"L129756",858,21
"1014",1984,"L131720",25,4
"1015",1984,"L132063",2418,9
"1016",1984,"L140450",139,4
"1017",1984,"L149830",358,6
"1018",1984,"L159300",244,10
"1019",1984,"L159619",462,20
"1020",1984,"L165143",93581,55
"1021",1984,"L166462",2227,30
"1022",1984,"L167247",3367,13
"1023",1984,"L207343",1228,41
"1024",1984,"L207348",2087,13
"1025",1984,"L207381",1724,36
"1026",1984,"L215343",622,12
"1027",1984,"L248017",844,2
"1028",1984,"L253508",188,6
"1029",1984,"L258700",1133,8
"1030",1984,"L265656",282,7
"1031",1984,"L267398",1058,16
"1032",1984,"L267805",18461,19
"1033",1984,"L269491",28916,13
"1034",1984,"L275553",24,7
"1035",1984,"L276523",3924,26
"1036",1984,"L281493",3716,27
"1037",1984,"L286699",535,12
"1038",1984,"L286813",2660,16
"1039",1984,"L286815",85,3
"1040",1984,"L296392",2942,27
"1041",1984,"L3032458",6906,8
"1042",1984,"L305036",263,4
"1043",1984,"L323523",783,7
"1044",1984,"L334172",173,3
"1045",1984,"L334192",586,15
"1046",1984,"L338154",114,4
"1047",1984,"L342646",322,5
"1048",1984,"L343754",102037,25
"1049",1984,"L345321",495,13
"1050",1984,"L355076",0,1
"1051",1984,"L383970",205,7
"1052",1984,"L444485",1697,5
"1053",1984,"L450156",3449,13
"1054",1984,"L452935",23,3
"1055",1984,"L4595892",400,9
"1056",1984,"L463099",263,35
"1057",1984,"L465571",338,6
"1058",1984,"L465587",1098,11
"1059",1984,"L465609",5,5
"1060",1984,"L465628",1,2
"1061",1984,"L466583",5349,24
"1062",1984,"L467216",5000,10
"1063",1984,"L467217",119,6
"1064",1984,"L467219",1294,20
"1065",1984,"L467220",1285,11
"1066",1984,"L467223",2190,13
"1067",1984,"L467228",182,8
"1068",1984,"L467253",533,12
"1069",1984,"L467258",4150,13
"1070",1984,"L469818",20,2
"1071",1984,"L470028",2743,16
"1072",1984,"L470030",483,14
"1073",1984,"L470032",3,1
"1074",1984,"L470575",3768,11
"1075",1984,"L471763",7452,14
"1076",1984,"L473462",1288,27
"1077",1984,"L473468",3044,8
"1078",1984,"L474356",24,3
"1079",1984,"L474417",6,7
"1080",1984,"L474650",862,18
"1081",1984,"L474652",168,19
"1082",1984,"L474671",21522,12
"1083",1984,"L474785",2297,17
"1084",1984,"L478475",1119,18
"1085",1984,"L480814",1039,24
"1086",1984,"L480823",621,19
"1087",1984,"L480827",4421,10
"1088",1984,"L483826",5979,11
"1089",1984,"L485412",2361,11
"1090",1984,"L487186",30,2
"1091",1984,"L502311",1319,11
"1092",1984,"L504403",19477,19
"1093",1984,"L504953",1565,10
"1094",1984,"L559416",215,2
"1095",1984,"L605541",590,1
"1096",1984,"L619799",10009,2
"1097",1984,"L636666",24,1
"1098",1984,"L718378",72213,20
"1099",1984,"L815117",14794,51
"1100",1984,"L92448",52789,13
"1101",1985,"L122943",16228,77
"1102",1985,"L125062",820,17
"1103",1985,"L125099",42452,10
"1104",1985,"L125100",2618,3
"1105",1985,"L126622",298,14
"1106",1985,"L1270255",122,1
"1107",1985,"L1270273",796,3
"1108",1985,"L129061",611,4
"1109",1985,"L129756",1636,30
"1110",1985,"L132063",515,11
"1111",1985,"L140043",389,9
"1112",1985,"L140452",14,1
"1113",1985,"L141405",154,3
"1114",1985,"L142791",17,3
"1115",1985,"L149830",1421,25
"1116",1985,"L159300",710,6
"1117",1985,"L159619",811,20
"1118",1985,"L165143",39822,41
"1119",1985,"L166161",94,7
"1120",1985,"L166462",2619,31
"1121",1985,"L168770",975,13
"1122",1985,"L196527",333,5
"1123",1985,"L197353",85,3
"1124",1985,"L207348",1245,9
"1125",1985,"L207381",856,29
"1126",1985,"L207383",596,10
"1127",1985,"L207420",2378,18
"1128",1985,"L215343",156,5.82142857142857
"1129",1985,"L248017",1893,3
"1130",1985,"L253368",81,3
"1131",1985,"L253508",27,1
"1132",1985,"L258700",1440,14
"1133",1985,"L265656",251,9
"1134",1985,"L267398",725,13
"1135",1985,"L269491",68564,48
"1136",1985,"L281493",851,8
"1137",1985,"L286813",2328,18
"1138",1985,"L296392",1269,24
"1139",1985,"L3032458",6815,6
"1140",1985,"L303677",1378,25
"1141",1985,"L323523",376,5
"1142",1985,"L326760",1,1
"1143",1985,"L334172",41,1
"1144",1985,"L334192",82,5
"1145",1985,"L342646",37,3
"1146",1985,"L343754",59222,18
"1147",1985,"L349388",2276,1
"1148",1985,"L355076",1010,11
"1149",1985,"L367754",1661,28
"1150",1985,"L383970",229,4
"1151",1985,"L391479",1069,29
"1152",1985,"L444485",1374,7
"1153",1985,"L450156",3601,12
"1154",1985,"L453669",184,3
"1155",1985,"L454182",104,6
"1156",1985,"L455641",0,1
"1157",1985,"L463099",236,9
"1158",1985,"L465571",2217,34
"1159",1985,"L465587",3267,36
"1160",1985,"L465609",36,5
"1161",1985,"L465612",719,42
"1162",1985,"L465628",26,4
"1163",1985,"L466583",2808,15
"1164",1985,"L467217",363,17
"1165",1985,"L467219",263,7
"1166",1985,"L467220",125,4
"1167",1985,"L467223",1870,13
"1168",1985,"L467228",308,21
"1169",1985,"L467258",605,4
"1170",1985,"L467265",768,4
"1171",1985,"L469823",2091,12
"1172",1985,"L470575",5697,13
"1173",1985,"L471763",6050,24
"1174",1985,"L473462",587,15
"1175",1985,"L473468",1676,6
"1176",1985,"L474335",916,21
"1177",1985,"L474356",85,1
"1178",1985,"L474644",50,5
"1179",1985,"L474650",577,26
"1180",1985,"L474652",154,24
"1181",1985,"L474671",4001,3
"1182",1985,"L474874",135,3
"1183",1985,"L475060",20221,18
"1184",1985,"L475071",573,7
"1185",1985,"L480823",169,17
"1186",1985,"L480827",9631,9
"1187",1985,"L480902",1682,32
"1188",1985,"L480904",6450,12
"1189",1985,"L483867",6052,11
"1190",1985,"L485412",2774,11
"1191",1985,"L487186",1595,10.75
"1192",1985,"L502311",1399,11
"1193",1985,"L504403",46552,20
"1194",1985,"L510841",59,1
"1195",1985,"L512312",14107,23
"1196",1985,"L516823",276,9
"1197",1985,"L521775",1285,4
"1198",1985,"L521799",605,7
"1199",1985,"L522177",95,2
"1200",1985,"L549260",1017,1
"1201",1985,"L552669",180,1
"1202",1985,"L552746",292,2
"1203",1985,"L567911",55,2
"1204",1985,"L591908",5385,2
"1205",1985,"L604502",873,12
"1206",1985,"L605541",2447,6
"1207",1985,"L634216",81,2
"1208",1985,"L654710",7,2
"1209",1985,"L687206",1043,2
"1210",1985,"L687229",151,9
"1211",1985,"L718378",62682,15
"1212",1985,"L781763",106,6
"1213",1985,"L815117",11891,61
"1214",1985,"L92448",47444,15
"1215",1986,"L122943",1326,105
"1216",1986,"L124353",1069,1
"1217",1986,"L125062",883,22
"1218",1986,"L125099",59674,5
"1219",1986,"L125100",908,1
"1220",1986,"L126622",69,6
"1221",1986,"L1270514",413,2
"1222",1986,"L127324",905,3
"1223",1986,"L127945",457,11
"1224",1986,"L129061",1305,5
"1225",1986,"L129756",680,26
"1226",1986,"L142791",41,2
"1227",1986,"L149830",861,18
"1228",1986,"L159300",1630,14
"1229",1986,"L159619",50,20
"1230",1986,"L165143",60460,42
"1231",1986,"L166161",188,14
"1232",1986,"L166462",38,1
"1233",1986,"L168770",551,12
"1234",1986,"L196527",75,2
"1235",1986,"L207343",905,25
"1236",1986,"L207348",1048,13
"1237",1986,"L207381",382,7
"1238",1986,"L207420",1757,17
"1239",1986,"L215343",0,0.928571428571429
"1240",1986,"L248017",5121,8
"1241",1986,"L253368",127,6
"1242",1986,"L258700",1908,8
"1243",1986,"L267398",267,8
"1244",1986,"L267805",18169,22
"1245",1986,"L268849",18,1
"1246",1986,"L269484",4689,10
"1247",1986,"L269491",35373,47
"1248",1986,"L275553",80,15
"1249",1986,"L276523",2304,8
"1250",1986,"L286699",1955,22
"1251",1986,"L286813",1254,15
"1252",1986,"L296392",5096,22
"1253",1986,"L3032458",4679,6
"1254",1986,"L303677",427,13
"1255",1986,"L323523",304,8
"1256",1986,"L343754",64269,22
"1257",1986,"L351469",0,2
"1258",1986,"L383970",104,4
"1259",1986,"L388904",0,1
"1260",1986,"L391479",4599,57
"1261",1986,"L444485",880,10
"1262",1986,"L446576",686,2
"1263",1986,"L465571",1782,32
"1264",1986,"L465609",16,5
"1265",1986,"L465612",1344,54
"1266",1986,"L465628",1,2
"1267",1986,"L467217",1973,15
"1268",1986,"L467219",101,6
"1269",1986,"L467220",428,9
"1270",1986,"L467223",2895,22
"1271",1986,"L467258",1491,8
"1272",1986,"L467265",3109,7
"1273",1986,"L469823",1360,12
"1274",1986,"L470575",11005,20
"1275",1986,"L473462",534,16
"1276",1986,"L473468",2105,10
"1277",1986,"L474356",5,1
"1278",1986,"L474644",75,6
"1279",1986,"L474650",688,29
"1280",1986,"L474652",129,23
"1281",1986,"L474653",566,15
"1282",1986,"L474671",2758,2
"1283",1986,"L474874",1476,6
"1284",1986,"L475060",2891,10
"1285",1986,"L475071",2144,10
"1286",1986,"L480814",5656,83
"1287",1986,"L480823",256,12
"1288",1986,"L480827",4398,10
"1289",1986,"L480868",2453,30
"1290",1986,"L480902",533,25
"1291",1986,"L480904",5398,18
"1292",1986,"L480920",101,9
"1293",1986,"L483017",12954,45
"1294",1986,"L485412",770,6
"1295",1986,"L487186",3592,19
"1296",1986,"L502311",991,6
"1297",1986,"L504403",35254,16
"1298",1986,"L516823",260,6
"1299",1986,"L519155",1635,9
"1300",1986,"L521775",4541,9
"1301",1986,"L605541",165,1
"1302",1986,"L616633",16,3
"1303",1986,"L616662",1686,1
"1304",1986,"L616742",105,7
"1305",1986,"L646019",2512,6
"1306",1986,"L718378",32465,16
"1307",1986,"L718439",4638,3
"1308",1986,"L815117",7280,63
"1309",1986,"L92448",55028,19
"1310",1986,"L99392",2825,16
"1311",1987,"L122943",5226,57
"1312",1987,"L125062",9,1
"1313",1987,"L125099",112436,15
"1314",1987,"L125100",4573,3
"1315",1987,"L1270318",29740,8
"1316",1987,"L127197",530,4
"1317",1987,"L127324",1249,3
"1318",1987,"L129061",490,2
"1319",1987,"L129756",583,27
"1320",1987,"L140043",25,1
"1321",1987,"L142791",212,11
"1322",1987,"L149830",518,11
"1323",1987,"L165143",38996,33
"1324",1987,"L166161",189,12
"1325",1987,"L166462",1312,26
"1326",1987,"L168770",2265,23
"1327",1987,"L191490",2071,17
"1328",1987,"L207381",1101,27
"1329",1987,"L207420",1928,21
"1330",1987,"L215343",65,1.96428571428571
"1331",1987,"L248017",494,2
"1332",1987,"L258700",1677,10
"1333",1987,"L267398",1926,12
"1334",1987,"L267805",14861,27
"1335",1987,"L275553",13,7
"1336",1987,"L286813",848,10
"1337",1987,"L296392",988,22
"1338",1987,"L3032458",3589,5
"1339",1987,"L3157607",3137,13
"1340",1987,"L323523",455,10
"1341",1987,"L334192",178,14
"1342",1987,"L343754",46033,14
"1343",1987,"L383970",553,5
"1344",1987,"L391479",778,50
"1345",1987,"L444485",782,4
"1346",1987,"L455570",207,5
"1347",1987,"L465571",1970,20
"1348",1987,"L465609",14,5
"1349",1987,"L465628",3,2
"1350",1987,"L466583",2623,16
"1351",1987,"L467216",1486,9
"1352",1987,"L467219",311,13
"1353",1987,"L467220",571,13
"1354",1987,"L467223",900,10
"1355",1987,"L467258",2940,19
"1356",1987,"L467265",6402,12
"1357",1987,"L470032",86,2
"1358",1987,"L470575",751,5
"1359",1987,"L473444",55,3
"1360",1987,"L473468",2349,8
"1361",1987,"L474644",355,17
"1362",1987,"L474650",318,22
"1363",1987,"L474652",144,19
"1364",1987,"L474653",1005,12
"1365",1987,"L474874",923,5
"1366",1987,"L475060",3211,10
"1367",1987,"L475071",1303,10
"1368",1987,"L480814",1783,30
"1369",1987,"L480823",132,10
"1370",1987,"L480827",4060,10
"1371",1987,"L480902",1257,55
"1372",1987,"L480904",3871,12
"1373",1987,"L480920",527,16
"1374",1987,"L483017",2186,17
"1375",1987,"L483031",512,1
"1376",1987,"L483867",391,3
"1377",1987,"L485419",4017,4
"1378",1987,"L487186",8851,19.8571428571429
"1379",1987,"L487722",2804,30
"1380",1987,"L493498",1423,19
"1381",1987,"L504403",13308,19
"1382",1987,"L504953",384,3
"1383",1987,"L516823",77,5
"1384",1987,"L520047",393,14
"1385",1987,"L521801",530,13
"1386",1987,"L552695",5391,7
"1387",1987,"L593592",259,7
"1388",1987,"L605541",1178,2
"1389",1987,"L616633",3,1
"1390",1987,"L659863",269,3
"1391",1987,"L718378",30408,17
"1392",1987,"L718439",7634,3
"1393",1987,"L815117",10167,89
"1394",1987,"L92448",8840,8
"1395",1987,"L99392",1549,15
"1396",1988,"L125062",1209,16
"1397",1988,"L126170",973,12
"1398",1988,"L1270318",28126,6
"1399",1988,"L127248",1110,8
"1400",1988,"L127249",635,11
"1401",1988,"L127253",124,10
"1402",1988,"L127258",1119,10
"1403",1988,"L129061",431,1
"1404",1988,"L129756",1165,29
"1405",1988,"L132081",1394,10
"1406",1988,"L140043",420,14
"1407",1988,"L165143",69525,52
"1408",1988,"L166161",359,12
"1409",1988,"L167247",493,1
"1410",1988,"L167326",2986,14
"1411",1988,"L168886",7102,17
"1412",1988,"L194499",39,2
"1413",1988,"L207381",670,25
"1414",1988,"L207383",662,12
"1415",1988,"L207420",1843,20
"1416",1988,"L209342",23,3
"1417",1988,"L248017",3618,4
"1418",1988,"L267398",5517,21
"1419",1988,"L267805",12297,21
"1420",1988,"L281327",20,2
"1421",1988,"L286813",209,7
"1422",1988,"L296392",1173,21
"1423",1988,"L3032458",2447,3
"1424",1988,"L323523",116,6
"1425",1988,"L334192",161,8
"1426",1988,"L343754",26937,13
"1427",1988,"L353179",702,16
"1428",1988,"L383970",151,5
"1429",1988,"L388904",1020,16
"1430",1988,"L391479",6172,56
"1431",1988,"L444485",331,3
"1432",1988,"L465571",808,9
"1433",1988,"L465609",18,5
"1434",1988,"L466583",2026,8
"1435",1988,"L467216",273,7
"1436",1988,"L467219",2437,39
"1437",1988,"L467220",807,15
"1438",1988,"L467223",278,5
"1439",1988,"L467258",3283,16
"1440",1988,"L467265",1376,9
"1441",1988,"L470575",903,5
"1442",1988,"L470639",1526,20
"1443",1988,"L470659",59,8
"1444",1988,"L471763",3845,19
"1445",1988,"L473462",478,16
"1446",1988,"L473468",2182,9
"1447",1988,"L474583",1661,24
"1448",1988,"L474644",202,15
"1449",1988,"L474650",496,22
"1450",1988,"L474652",99,19
"1451",1988,"L474653",937,10
"1452",1988,"L474671",564,1
"1453",1988,"L474874",754,6
"1454",1988,"L475060",3821,9
"1455",1988,"L475065",989,18
"1456",1988,"L475071",737,8
"1457",1988,"L475087",1505,17
"1458",1988,"L480823",115,9
"1459",1988,"L480827",3869,10
"1460",1988,"L480904",26,8
"1461",1988,"L480920",259,9
"1462",1988,"L483314",287,3
"1463",1988,"L483826",2323,7
"1464",1988,"L483867",191,3
"1465",1988,"L483872",721,20
"1466",1988,"L485419",129,2
"1467",1988,"L487186",7347,10
"1468",1988,"L487764",2775,3
"1469",1988,"L493566",10,2
"1470",1988,"L498362",61,11
"1471",1988,"L504403",13782,19
"1472",1988,"L507212",505,9
"1473",1988,"L510841",1709,6
"1474",1988,"L516778",1,4
"1475",1988,"L521799",66,3
"1476",1988,"L521820",13230,13
"1477",1988,"L522114",201,3
"1478",1988,"L552669",3764,9
"1479",1988,"L567911",75,1
"1480",1988,"L583939",1794,6
"1481",1988,"L610793",13619,15
"1482",1988,"L610796",5247,9
"1483",1988,"L674668",158,6
"1484",1988,"L718439",26734,13
"1485",1988,"L722974",40,1
"1486",1988,"L815117",15814,69
"1487",1988,"L866916",52,1
"1488",1988,"L92448",6792,11
"1489",1989,"L125062",2422,31
"1490",1989,"L125100",4865,10
"1491",1989,"L127238",2541,28
"1492",1989,"L127249",244,3
"1493",1989,"L127258",287,3
"1494",1989,"L127324",2264,3
"1495",1989,"L129756",1360,43
"1496",1989,"L132081",277,2
"1497",1989,"L140043",723,15
"1498",1989,"L149830",177,5
"1499",1989,"L165143",37561,20
"1500",1989,"L166161",440,14
"1501",1989,"L167326",1571,7
"1502",1989,"L194499",13,1
"1503",1989,"L207360",563,9
"1504",1989,"L207381",408,13
"1505",1989,"L207420",854,18
"1506",1989,"L209342",4935,26
"1507",1989,"L215343",14,0.821428571428571
"1508",1989,"L267398",7754,30
"1509",1989,"L267805",16863,22
"1510",1989,"L269491",8106,10
"1511",1989,"L275517",4298,6
"1512",1989,"L279820",261,7
"1513",1989,"L296392",116,7
"1514",1989,"L323523",300,1
"1515",1989,"L334172",463,14
"1516",1989,"L343754",43383,16
"1517",1989,"L351469",0,2
"1518",1989,"L352958",752,8
"1519",1989,"L383970",209,5
"1520",1989,"L391479",1017,44
"1521",1989,"L444485",584,5
"1522",1989,"L447335",736,7
"1523",1989,"L465567",394,91
"1524",1989,"L465587",1108,36
"1525",1989,"L465609",18,5
"1526",1989,"L465619",66,3
"1527",1989,"L465620",234,15
"1528",1989,"L467216",5067,14
"1529",1989,"L467217",56,3
"1530",1989,"L467219",11,4
"1531",1989,"L467220",88,6
"1532",1989,"L467223",278,3
"1533",1989,"L467258",30,3
"1534",1989,"L467265",1369,5
"1535",1989,"L470192",96,1
"1536",1989,"L470659",216,13
"1537",1989,"L473462",422,11
"1538",1989,"L473468",4427,11
"1539",1989,"L474356",117,3
"1540",1989,"L474583",1,1
"1541",1989,"L474644",181,17
"1542",1989,"L474650",420,22
"1543",1989,"L474652",579,22
"1544",1989,"L474653",371,8
"1545",1989,"L474666",701,9
"1546",1989,"L474804",10594,13
"1547",1989,"L474874",1599,14
"1548",1989,"L475065",78,10
"1549",1989,"L475087",911,13
"1550",1989,"L479623",2442,28
"1551",1989,"L480868",597,25
"1552",1989,"L480904",789,6
"1553",1989,"L480920",202,9
"1554",1989,"L481704",758,1
"1555",1989,"L481705",1015,1
"1556",1989,"L481706",1495,1
"1557",1989,"L481707",148,1
"1558",1989,"L481708",2176,1
"1559",1989,"L481709",235,1
"1560",1989,"L481711",23,1
"1561",1989,"L481712",5342,1
"1562",1989,"L485419",9,3
"1563",1989,"L487186",5281,9
"1564",1989,"L504403",15394,16
"1565",1989,"L507212",107,2
"1566",1989,"L507415",9,7
"1567",1989,"L516823",285,9
"1568",1989,"L634231",16,2
"1569",1989,"L718439",8500,7
"1570",1989,"L815117",7498,67
"1571",1989,"L859469",42,1
"1572",1989,"L866916",16,2
"1573",1989,"L92448",8486,11
"1574",1990,"L109147",2899,6
"1575",1990,"L109534",39571,19
"1576",1990,"L109548",1169,19
"1577",1990,"L125062",1377,20
"1578",1990,"L125099",187987,17
"1579",1990,"L125100",7207,7
"1580",1990,"L1259256",21,1
"1581",1990,"L127324",563,1
"1582",1990,"L129756",3014,72
"1583",1990,"L139900",4,2
"1584",1990,"L159448",3933,7
"1585",1990,"L165143",31199,22
"1586",1990,"L168770",69,6
"1587",1990,"L1761768",1385,8
"1588",1990,"L191490",562,6
"1589",1990,"L194499",19,2
"1590",1990,"L207360",134,6
